index,Name,Provider,Image_url,RTP,Pay_lines,Free_spins,Bonus_game
989,Wealth Spa,Microgaming,welth-spa-ss.jpg,Unknown,20,Yes,Yes
990,Tribal Treasure,Microgaming,tribal-treasure-ss.jpg,Unknown,25,Yes,No
991,The Argyle Open,Microgaming,the-argyle-open-ss.jpg,96%,40,Yes,Yes
992,Summer Holiday,Microgaming,summer-holiday-ss.jpg,Unknown,100,Yes,No
993,Stunt Pilot,Microgaming,stunt-pilot-ss.jpg,Unknown,30,Yes,No
994,Steinfest,Microgaming,steinfest-ss.jpg,Unknown,9,Yes,No
995,Sneak a Peek Planet Exotica,Microgaming,sneak-a-peek-planet-exotica-ss.jpg,Unknown, 15,Yes,Yes
996,Robot Butler,Microgaming,robot-butler-ss.jpg,Unknown,20,Yes,Yes
997,Pedal Power,Microgaming,pedal-power-ss.jpg,Unknown,15,Yes,No
998,My,Microgaming,my-slot-ss.jpg,95.05%,9,Yes,No
999,Monster Meteors,Microgaming,monster-meteors-ss.jpg,Unknown,25,Yes,Yes
1000,Lumber Cats,Microgaming,lumber-cats-ss.jpg,Unknown,20,Yes,No
1001,Lucky Eggsplorer,Microgaming,lucky-eggsplorer-ss.jpg,Unknown,30,Yes,Yes
1002,Kung Fu Monkey,Microgaming,kung-fu-monkey-ss.jpg,Unknown,15,Yes,Yes
1003,Hot Air,Microgaming,hot-air-ss1.jpg,Unknown,30,Yes,No
1004,Fearless Frederick,Microgaming,fearless-frederick-ss.jpg,Unknown,30,Yes,Yes
1005,Dragons Loot,Microgaming,dragons-loot-ss.jpg,Unknown,25,Yes,No
1006,Dragon Lady,Microgaming,dragon-lady-ss.jpg,Unknown,40,Yes,Yes
1007,CashOccino,Microgaming,cashoccino-ss.jpg,96.06%,30,Yes,No
1008,Gnome Sweet Home,Rival Gaming,gnome-sweet-home-ss-Rival Gaming.jpg,96%,50,Yes,Yes
1009,Bruce Lee,iSoftBet,bruce-lee-ss.jpg,Unknown,243,Yes,No
1010,Rumpel WildSpins,Novomatic,rumpel-wildspins-ss.jpg,95.1%,20,Yes,No
1011,Thundering Zeus,Amaya,thundering-zeus-amaya-ss.jpg,97%,20,Yes,Yes
1012,Magic Pot,GamesOS,magic-pot-ss.jpg,94.5%,25,No,Yes
1013,Frontside Spins,Saucify,frontside-spins-ss.jpg,Unknown,9,Yes,No
1014,Munchers,NextGen,munchers-ss.jpg,Unknown,25,Yes,No
1015,Gemscapades,Betsoft,gemscapades.jpg,95.5%,10,No,No
1016,Zombiezee Money,Rival Gaming,zombiezee-money-sc-videoslot.jpg,95%,20,Yes,Yes
1017,Ali Baba,Leander Games,ali-baba-slot-leander.jpg,96.98%,20,Yes,Yes
1018,Lancelot,WMS,lancelot.jpg,92.02%,40,Yes,No
1019,Lucky Lager,Amaya,lucky-lager-ss.jpg,95%,25,Yes,Yes
1020,Phantom Cash,Microgaming,phantom-cash-slot-microgaming.jpg,96.41%,25,Yes,No
1021,Oil Mania,NextGen,oil-mania-ss.jpg,95.5%,25,Yes,No
1022,Sunquest,Microgaming,sunquest-2.jpg,96.92%,9,No,No
1023,The Great Art Robbery,iSoftBet,the-great-art-robbery-ss-isoftbet.jpg,Unknown,25,No,Yes
1024,Scrolls of Ra,iSoftBet,scrolls-of-ra-ss-isoftbet.jpg,Unknown,20,Yes,Yes
1025,Wings of Gold,Playtech,wings-of-gold-ss.jpg,96%,20,Yes,No
1026,Viking Mania,Playtech,viking-mania-ss.jpg,97%,20,Yes,Yes
1027,Legends of Olympia,Saucify,legends-of-the-olympia-betonsoft-ss.jpg,Unknown,50,Yes,No
1028,Pub Crawlers,Rival Gaming,pub-crawlers-ss.jpg,94%,20,Yes,Yes
1029,Wizard of Odds,SkillOnNet,wizard-of-odds.jpg,95.5%,30,Yes,Yes
1030,The Bees Buzz,SkillOnNet,the-bees-buzz.jpg,95.7%,10,Yes,Yes
1031,Paradise Beach,SkillOnNet,paradise-beach.jpg,96% ,20,Yes,Yes
1032,Fast Lane,Rival Gaming,fast-lane-ss.jpg,94%,50,Yes,Yes
1033,Coyote Moon,IGT,coyote-moon-igt-ss.jpg,94.98%,40,Yes,No
1034,Under the Sea,Betsoft,under-the-sea-slot-betsoft.jpg,95.5%,30,Yes,Yes
1035,Gorilla Chief 2,WMS,gorilla-chiefs-2.jpg,92.02%,50,Yes,No
1036,Rome & Egypt,WMS,rome-egypt.jpg,96%,50,Yes,No
1037,Genies Gems,Microgaming,golden-gems-ss.jpg,95.10%,5,No,No
1038,Andre the Giant,NextGen,andre-the-giant-ss.jpg,95.5%,25,Yes,Yes
1039,The Grand Journey,Microgaming,the-grand-journey.jpg,Unknown,30,Yes,No
1040,Grand Monarch,IGT,grand-monarch.jpg,95%,50,Yes,No
1041,Ice Picks,Rival Gaming,ice-picks.jpg,90%,20,Yes,Yes
1042,Madder Scientist,Betsoft,madder-scientist-slot-betsoft.jpg,95%,30,Yes,Yes
1043,Photo Safari,Play'n Go,photo-safari-slot-playn-go.jpg,94%,20,Yes,Yes
1044,True Illusions,Betsoft,true-illusions-slot-betsoft.jpg,97%,30,Yes,Yes
1045,Summer Ease,Rival Gaming,summer-ease.jpg,94%,20,Yes,Yes
1046,Run Chicken Run,GamesOS,run-chicken-run.jpg,95%,30,No,Yes
1047,Sale of the Century,NextGen,sale-of-the-century.jpg,95.5%,25,Yes,Yes
1048,Tomahawk,Saucify,tomahawk.jpg,Unknown,243,Yes,Yes
1049,Golden Jaguar,Amaya,golden-jaguar-ss.jpg,95%,50,Yes,No
1050,King Arthur,Ash Gaming,king-arthur.jpg,94.8%,20,No,Yes
1051,Power Spins Sonic 7s,Microgaming,power-spins-sonic7.jpg,Unknown,9,No,No
1052,Daytona Gold,Pragmatic Play,daytona-gold.JPG,Unknown,15,Yes,Yes
1053,Star Trek Red Alert,WMS,jp-startrek-1.jpg,92%,25,Yes,Yes
1054,Zuma,Gamesys,zuma.jpg,95.5%,20,Yes,No
1055,Fast Track,Amaya,fasttrack.jpg,91%,9,No,Yes
1056,Gold Diggers,Betsoft,gold-diggers-slot-betsoft.jpg,93%,30,No,Yes
1057,Paco and the Popping Peppers,Betsoft,paco-and-the-popping-peppers-slot-betsoft.jpg,94%,30,No,Yes
1058,Gushers Gold,Rival Gaming,gushers-gold.jpg,94%,20,Yes,Yes
1059,Psychedelic Sixties,Rival Gaming,psychodelic-sixties.JPG,96%,20,Yes,Yes
1060,Roll Out the Barrels,Rival Gaming,roll-out-the-barrels.jpg,94%,20,Yes,Yes
1061,House of Fun,Betsoft,betsoft-houseoffun.jpg,95%,30,Yes,Yes
1062,Jolly Roger,Play'n Go,jolly-roger-slot-playn-go.jpg,95%,15,No,Yes
1063,Noah's Ark,IGT,noah-ark-wager-works-slot.jpg,,30,Yes,No
1064,Shamrock Isle,Rival Gaming,shamrock-isle-Rival Gaming-2.jpg,95%,20,Yes,Yes
1065,Cops And Robbers,Play'n Go,cops-n-robbers-slot-playn-go.jpg,94.43%,9,Yes,No
1066,Emerald Isle,Amaya,emerald-isle-ss.jpg,94.5%,20,Yes,Yes
1067,Barbary Coast,Betsoft,barbary-coast-slot-betsoft.jpg,93%,30,Yes,Yes
1068,Super Nudge 6000,NetEnt,super-nudge-6000-slot-netent.jpg,96.8%,5,No,No
1069,Reel Baron,Microgaming,reel-baron.jpg,Unknown,20,Yes,No
1070,Lucky Shot,Microgaming,lucky-shot.jpg,Unknown,20,Yes,Yes
1071,Jolly Jester,Microgaming,jolly-jester.jpg,Unknown,25,Yes,Yes
1072,Double O' Cash,Microgaming,double-o'-cash.jpg,Unknown,20,Yes,No
1073,Witch Dr,Microgaming,witch-dr.jpg,Unknown,20,Yes,No
1074,Winter Wonders,Rival Gaming,winter-wonders.jpg,95%,15,Yes,No
1075,What's Cooking,Playtech,what's-cooking.jpg,93%,30,Yes,Yes
1076,Vinyl Countdown,Microgaming,vinyl-countdown-ss.jpg,95.56%,9,No,No
1077,Texas Tea,IGT,texas-tea-slot-igt.jpg,97.35%,9,No,Yes
1078,Sunset Showdown,Microgaming,sunset-showdown.jpg,Unknown,25,Yes, Yes
1079,So 80s,Rival Gaming,so-80s.jpg,96%,15,Yes,No
1080,Silver Bullet,Playtech,silver-bullet.jpg,96.8%,9,No,No
1081,Scary Rich,Rival Gaming,scary-rich.jpg,95%,20,Yes,No
1082,Reel Thunder,Microgaming,reel-thunder.jpg,96.94%,9,No,No
1083,Porky Payout,Microgaming,porky-payout.jpg,Unknown,20,No,Yes
1084,Pigskin Payout,Rival Gaming,pigskin-payout.jpg,94%,20,Yes,Yes
1085,Pharaoh's Tomb,Microgaming,pharaoh's-tomb.jpg,Unknown,20,No,Yes
1086,Ocean Treasure,Rival Gaming,ocean-treasure.jpg,96%,15,Yes,Yes
1087,Monster Mania,Microgaming,monster-mania.jpg,95.5%,9,No,No
1088,Liquid Gold,Microgaming,liquid-gold.jpg,Unknown,20,Yes,No
1089,Knights and Maidens,888 Gaming,knights-and-maidens.jpg,96%,25,Yes,Yes
1090,K9 Capers,Microgaming,k9-capers.jpg,Unknown,30,No,No
1091,Jonny Specter,Microgaming,jonny-specter.jpg,Unknown,20,Yes,No
1092,Sneak a Peek Hunky Heroes,Microgaming,sneak-a-peek-hunky-heroes-ss.jpg,Unknown,20,Yes,No
1093,Harvey's,Microgaming,harveys-ss1.jpg,95.97%,25,Yes,No
1094,Grandma's Attic,Rival Gaming,grandman-s-attic.jpg,97%,15,Yes,Yes
1095,Golden Tour,Playtech,golden-tour.jpg,97.7%,5,No,Yes
1096,Golden Oasis,Gamesys,golden-oasis.jpg,95.5%,9,No,Yes
1097,Gobblers Gold,Rival Gaming,gobblers-gold.jpg,96%,20,Yes,Yes
1098,Geisha Story,Playtech,geisha-story.jpg,95.5%,15,Yes,No
1099,Freaky Fruit,888 Gaming,freaky-fruit.jpg,96%,9,Yes,Yes
1100,First Past the Post,Microgaming,first-past-the-post.jpg,Unknown,25,Yes,No
1101,Fantasy Fortune,Rival Gaming,fantasy-fortune.jpg,96%,20,Yes,Yes
1102,Fandango's,Pragmatic Play,fandangos.JPG,Unknown,15,Yes,Yes
1103,Days of the Tsar,Microgaming,days-of-the-tsar.jpg,Unknown,25,Yes,No
1104,Crazy Jungle,Pragmatic Play,crazy-jungle.JPG,Unknown,15,Yes,Yes
1105,City Life,888 Gaming,888-gaming.jpg,96%,20,No,Yes
1106,Capt Quid's Treasure Quest,IGT,capt-quids-treasure-quest.jpg,95%,15,Yes,Yes
1107,The Atomic Age,Rival Gaming,the-atomic-age.JPG,95.5%,15,No,Yes
1108,Starburst XXXtreme,NetEnt,starburst-xxxtreme-slot-netent.jpg,96.25%,9,Yes,No
1109,Jammin' Jars 2,Push Gaming,jammin-jars-2-slot-push-gaming.jpg,96.4%,Cluster Pays,Yes,No
1110,Top Dawg$,Relax Gaming,top-dawg-slot-relax-gaming.jpg,96.1%,15,Yes,No
1111,Court of Hearts,Play'n Go,court-of-hearts.jpg,96.2%,10,Yes,No
1112,Sticky Bandits 3: Most Wanted,Quickspin,sticky-bandits-3-most-wanted.jpg,96.25%,9,Yes,No
1113,3 Clown Monty,Play'n Go,3-clown-monty-slot-playngo.jpg,96.23%,10,Yes,No
1114,San Quentin xWays,Nolimit City,san-quentin-xways.jpg,96.03%,243,Yes,Yes
1115,Moriarty Megaways,iSoftBet,moriarty-megaways-slot-isoftbet.jpg,96%,117649,Yes,No
1116,Great Warrior,Gamomat,great-warrior.jpg,96.16%,5,Yes,No
1117,Book of the Ages,Gamomat,book-of-the-ages.jpg,96.15%,10,Yes,No
1118,Book of Pharao,Amatic Industries,book-of-pharao.jpg,95.95%,10,Yes,No
1119,Pirates' Plenty Megaways,Red Tiger,pirates-plenty-megaways-slot-red-tiger-gaming.jpg,95.76%,200704,Yes,No
1120,Rich Wilde and the Amulet of Dead,Play'n Go,rich-wilde-and-the-amulet-of-dead.jpg,96.29%,10,Yes,Yes
1121,Wild Chapo,Relax Gaming,wild-chapo-slot-relax-gaming.jpg,96.36%,15,Yes,No
1122,Dinosaur Rage,Quickspin,dinosaur-rage.jpg,96.1%,1024,Yes,No
1123,Book of Romeo and Julia Golden Nights,Gamomat,book-of-romeo-and-julia-golden-nights.jpg,96.12%,10,Yes,Yes
1124,Book of Romeo and Julia,Gamomat,book-of-romeo-and-julia.jpg,96.12%,10,Yes,No
1125,Books & Pearls,Gamomat,books-pearls.jpg,96.06%,10,Yes,No
1126,Books & Temples,Gamomat,books-temples.jpg,96.1%,10,Yes,Yes
1127,Maaax Diamonds,Gamomat,maaax-diamonds.jpg,96.07%,10,No,No
1128,Shogun's Secret,Gamomat,shoguns-secret.jpg,96.05%,10,Yes,No
1129,Disc of Athena,Gamomat,disk-of-athena.jpg,96%,10,Yes,No
1130,The Green Knight,Play'n Go,the-green-knight-slot-playngo.jpg,96.2%,20,Yes,No
1131,Golden Leprechaun MegaWays,Red Tiger,golden-leprechaun-megaways.jpg,95.7%,117649,Yes,No
1132,Rome: The Golden Age,NetEnt,rome-the-golden-age-slot-netent.jpg,96.06%,20,Yes,No
1133,Beat the Beast: Cerberus' Inferno,Thunderkick,beat-the-beast-cerberus-inferno-slot-screenshot.jpg,96.15%,9,Yes,No
1134,Phoenix Fire Power Reels,Red Tiger,phoenix-fire-power-reels.jpg,96.22%,30,Yes,No
1135,Mysterious Egypt,Pragmatic Play,mysterious-egypt-slot-pragmatic-play.jpg,96.5%,10,Yes,No
1136,Bull in a China Shop,Play'n Go,bull-in-a-china-shop-slot-playngo.jpg,96.2%,20,Yes,No
1137,Riches of Midgard: Land and Expand,NetEnt,riches-of-midgard-land-and-expand-slot-netent.jpg,96.03%,9,Yes,Yes
1138,Big Bass Bonanza,Pragmatic Play,big-bass-bonanza-slot-pragmatic-play.jpg,96.7%,10,Yes,No
1139,Book Of Juno,Gamomat,book-of-juno-slot-gamomat-1.jpg,96.14%,10,Yes,No
1140,Gaelic Gold,Nolimit City,gaelic-gold.jpg,96.15%,5,Yes,No
1141,Twin Spin MegaWays,NetEnt,twin-spin-megaways-slot-netent.jpg,96.04%,117649,Yes,No
1142,Nitropolis,ELK Studios,nitropolis.jpg,96.1%,85155840,Yes,No
1143,Return of the Dead,Pragmatic Play,return-of-the-dead-slot-pragmaticplay.jpg,96.7%,10,Yes,No
1144,Hammer of Vulcan,Quickspin,hammer-of-vulcan-slot-quickspin.jpg,95.81%,4096,Yes,No
1145,Dark King: Forbidden Riches,NetEnt,dark-king-forbidden-riches-slot-netent-1.jpg,96.06%,20,Yes,No
1146,The Book Beyond,Gamomat,the-book-beyond.jpg,96.15%,10,Yes,No
1147,Street Racer,Pragmatic Play,street-racer-slot-pragmaticplay.jpg,96.52%,40,Yes ,No
1148,Aztec Gold Megaways,iSoftBet,aztec-gold-megaways.jpg,95.99%,117649,Yes,No
1149,Euphoria,iSoftBet,euphoria.jpg,95.99%,243,Yes,No
1150,Cash Noire,NetEnt,cash-noir-slot-netent.jpg,96.06%,1024,Yes,No
1151,Snake Arena,Relax Gaming,snake-arena.jpg,96.25%,30,Yes,No
1152,Vampire Senpai,Quickspin,vampire-senpai.jpg,96.19%,40,Yes,No
1153,Street Fighter II: The World Warrior,NetEnt,street-fighter-2-the-world-warrior-slot-1.jpg,96.06%,Cluster Pays,Yes,Yes
1154,Atlantis,Red Tiger,atlantis-slot-red-tiger-gaming-3.jpg,95.7%,30,Yes,No
1155,Money Train,Relax Gaming,money-train.jpg,98%,40,Yes,Yes
1156,Great Rhino Megaways,Pragmatic Play,great-rhino-megaways-slot-pragmaticplay.jpg,96.58%,200704,Yes,No
1157,Gorilla Kingdom,NetEnt,gorilla-kingdom-slot-netent.jpg,96.03%,1024,Yes,No
1158,Diamond Fiesta,RTG,empty-slot.f0b90a4d11b082268a1f406fb978cb71.jpg,,50,,
1159,Legacy of Ra Megaways,Blueprint,legacy-of-ra-megaways.jpg,97.01%,15625,Yes,No
1160,Gunslinger Fully Loaded,Blueprint,gunslinger-fully-loaded.jpg,95.13%,10,Yes,No
1161,Ring of Odin,Play'n Go,ring-of-odin-slot-playngo.jpg,96.2%,10,Yes,No
1162,Santa vs Rudolf,NetEnt,santa-vs-rudolf.jpg,96.3%,20,Yes,No
1163,Wild West Gold,Pragmatic Play,wild-west-gold-slot-pragmaticplay-2.jpg,96.51%,40,Yes,No
1164,Vault Of Anubis,Red Tiger,vault-of-anubis-slot-red-tiger-gaming.jpg,95.74%,,Yes,No
1165,Multifly,Yggdrasil,multifly.jpg,96.3%,243,Yes,No
1166,Barbarian Fury,Nolimit City,barbarian-fury-slot-nolimit-city-game.jpg,96.06%,25,Yes,No
1167,Rise Of Maya,NetEnt,rise-of-maya.jpg,96.12%,10,Yes,No
1168,Dragon Tribe,Nolimit City,dragon-tribe.jpg,95.97%,4096,Yes,No
1169,Book of Madness Respins of Amun-Ra,Gamomat,book-of-madness-respins-of-amun-ra.jpg,96.16%,10,Yes,No
1170,Avalon: The Lost Kingdom,BGAMING,avalon-the-lost-kingdom-slot-bgaming-4.jpg,95%,20,Yes,Yes
1171,Mysterious,Pragmatic Play,mysterious-slot-pragmaticplay.jpg,96.5%,4096,Yes ,No
1172,Punk Rocker,Nolimit City,punk-rocker.jpg,96.01%,243,Yes,No
1173,Wild Cauldron,Quickspin,wild-cauldron-slot-quickspin.jpg,96.09%,4096,Yes,No
1174,Coywolf Cash,Play'n Go,coywolf-cash-slot-playngo.jpg,96.31%,50,Yes,No
1175,Money Mouse,Pragmatic Play,money-mouse-slot-pragmaticplay.jpg,96%,25,Yes,No
1176,Wild Blood 2,Play'n Go,wild-blood-ii-slot-playngo.jpg,96.1%,4096,Yes,No
1177,Skulls UP,Quickspin,skulls-up-slot-quickspin.jpg,96.2%,243,Yes,No
1178,Wildhound Derby,Play'n Go,wildhound-derby-slot-playngo.jpg,96.9%,30,Yes,Yes
1179,Greek Gods,Pragmatic Play,greek-gods-slot-pragmaticplay.jpg,96.5%,243,Yes,No
1180,Book of Santa,Endorphina,book-of-santa-slot-endorphina.jpg,96%,10,Yes,No
1181,Finn’s Golden Tavern,NetEnt,finns-golden-tavern-slot-netent-2.jpg,96.1%,10,Yes,No
1182,Ankh of Anubis,Play'n Go,ankh-of-anubis-slot-playngo-2.jpg,,576,Yes,No
1183,Hercules and Pegasus,Pragmatic Play,hercules-and-pegasus-slot-pragmaticplay.jpg,96.5%,20,Yes,No
1184,9k Yeti,4ThePlayer,9k-yeti-slot-4theplayer.jpg,97%,4096,Yes,No
1185,Reel Rush 2,NetEnt,reel-rush-2-2.jpg,95.53%,3125,Yes,No
1186,Doom of Egypt,Play'n Go,doom-of-egypt-slot-playngo.jpg,96.2%,10,Yes,No
1187,The Wolf’s Bane,NetEnt,the-wolfs-bane-slot-netent.jpg,96.74%,10 ,Yes,No
1188,Ghost 'n' Gold,iSoftBet,ghost-n-gold-slot-isoftbet.jpg,95.95%,3888,Yes,No
1189,Rainforest Magic,Play'n Go,rainforest-magic-slot-playngo.jpg,96%,25,Yes,No
1190,Gemmed,Betsoft,gemmed-slot-betsoft.jpg,96.4%,40503,Yes,
1191,John Hunter and the Tomb of the Scarab Queen,Pragmatic Play,john-hunter-and-the-tomb-of-the-scarab-queen-slot-pragmaticplay.jpg,96.5%,25,Yes,No
1192,Egyptian King,iSoftBet,egyptian-king-slot-isoftbet.jpg,96.32%,20,Yes,No
1193,Colossal Gems,Habanero,colossal-gems.jpg,96.7%,30,Yes,No
1194,Dragon of the Princess,Gamomat,dragon-of-the-princess.jpg,,10,Yes,No
1195,Sticky Bandits: Wild Return,Quickspin,sticky-bandits-wild-return-slot-quickspin.jpg,96.22%,40,Yes,No
1196,Hot Chilli,Pragmatic Play,hot-chilli-slot-pragmaticplay.jpg,96.52%,9,No,No
1197,Gold Canyon,Betsoft,gold-canyon-slot-betsoft.jpg,96.13%,20,Yes,No
1198,Book of Queen,Amatic Industries,book-of-queen.jpg,,10,Yes,No
1199,Book of Lords,Amatic Industries,book-of-lords.jpg,,10,Yes,No
1200,Arcane Reel Chaos,NetEnt,arcane-reel-chaos.jpg,96.8%,20,Yes,No
1201,Raven’s Eye,Thunderkick,ravens-eye-slot-thunderkick.jpg,96.1%,30,Yes,Yes
1202,Opal Fruits,Big Time Gaming,opal-fruits-slot.jpg,96.45%,5625,Yes,No
1203,Ignite The Night,Relax Gaming,ignite-the-night-slot-relax-gaming.jpg,96.39%,10,Yes,No
1204,5 Lions Gold,Pragmatic Play,5-lions-gold-slot-pragmaticplay-2.jpg,96.5%,243,Yes,No
1205,Sweet Bonanza,Pragmatic Play,sweet-bonanza-slot-pragmaticplay.jpg,96.51%,20,Yes,No
1206,Book of Gold: Classic,Playson,book-of-gold-classic-slot-playson.jpg,95.94%,10,Yes,No
1207,Inferno Star,Play'n Go,inferno-star-slot-playngo.jpg,96%,5,Yes,No
1208,Caishen’s Cash,Pragmatic Play,caishens-cash-slot-pragmaticplay.jpg,96.5% ,243,Yes,Yes
1209,Chi,ELK Studios,chi.jpg,96%,27,Yes,Yes
1210,Forever Diamonds,Gamomat,forever-diamonds.jpg,,10,No,No
1211,Viking Voyage,Betsoft,viking-voyage-slot-betsoft.jpg,96.12%,10,Yes,No
1212,Phoenix Reborn,Play'n Go,phoenix-reborn-playngo.jpg,96%,40,Yes,No
1213,Golden Grimoire,NetEnt,golden-grimoire.jpg,96.44%,20,Yes,No
1214,Wild Pixies,Pragmatic Play,wild-pixies-slot-pragmaticplay.jpg,96.5%,20,Yes,No 
1215,Wild Gladiators,Pragmatic Play,wild-gladiators-slot-pragmaticplay.jpg,96.17%,25,Yes,No
1216,Bookie of Odds,Microgaming,bookie-of-odds.jpg,96.31%,10,Yes ,No
1217,Contact,Play'n Go,contact-slot-playngo.jpg,96%,Cluster Pays,Yes,No
1218,Temple of Nudges,NetEnt,temple-of-nudges-slot-netent.jpg,96.03%,243,No,No
1219,Fruit Bat Crazy,Betsoft,fruit-bat-crazy-slot-betsoft.jpg,,243,Yes,No
1220,3888 Ways of the Dragon,iSoftBet,3888-ways-of-the-dragon-slot-isoftbet.jpg,95.95%,3888,Yes,No
1221,Buster Hammer Carnival,Chance Interactive,buster-hammer-carnival.jpg,95.97%,3125,Yes,No
1222,Carnaval Forever,Betsoft,carnaval-forever-betsoft-slot-posters.jpg,96.22%,10,Yes,No
1223,Queen's Day Tilt,Play'n Go,queens-day-tilt-slot-playngo.jpg,96.36%,1,Yes,Yes
1224,Faerie Spells,Betsoft,faerie-spells.jpg,91%,10,Yes,
1225,Mustang Gold,Pragmatic Play,mustang-gold-slot-pragmaticplay.jpg,96.53%,25,Yes,Yes
1226,Domnitors Deluxe,BGAMING,domnitors-deluxe-slot-bgaming.jpg,97.3%,9,Yes,No
1227,Turn Your Fortune,NetEnt,turn-your-fortune-slot.jpg,96.24%,40,Yes,No
1228,Battle Royal,Play'n Go,battle-royal-slot-playn-go.jpg,96%,20,Yes,Yes
1229,Ivan and the Immortal King,Quickspin,ivan-and-the-immortal-king-slot-quickspin.jpg,96.29%,20,Yes,No
1230,Jingle Spin,NetEnt,jingle-spin-slot-netent-3.jpg,96.48%,20,Yes,No
1231,Leprechaun Carol,Pragmatic Play,leprechaun-carol-slot-pragmatic-play.jpg,96.53%,20,Yes,No
1232,Mystery Reels,Red Tiger,mystery-reels.jpg,,20,No,Yes
1233,Pearl of the Orient,iSoftBet,pearl-of-the-orient-slot-isoftbet.jpg,95.97%,10,Yes,No
1234,The Land of Heroes,Gamomat,the-land-of-heros.jpg,,20,Yes,No
1235,Vegas Magic,Pragmatic Play,vegas-magic.jpg,96.08%,20,,No
1236,Wolves Wolves Wolves,Playtech,wolves-wolves-wolves.jpg,,40,No, No
1237,Wicked Tales: Dark Red,Microgaming,wicked-tales-dark-red-slot-microgaming.jpg,96.10%,25,Yes,No
1238,Dragon Champions,Playtech,dragon-champions.jpg,,4096,Yes,No
1239,Book of Ming,BF games,book-of-ming.jpg,,10,Yes,No
1240,Dragon's Fire,Red Tiger,dragons-fire-slot.jpg,95.25%,40,Yes,Yes
1241,Double Stacks,NetEnt,double-stacks-slot-netent.jpg,96.10%,10,Yes,No
1242,Napoleon: Rise of an Empire,Blueprint,napoleon.jpg,95.96%,20,Yes,No
1243,Hot Spin,iSoftBet,hot-spin-slot-isoftbet.jpg,,20,Yes,No
1244,Hanzo's Dojo,Yggdrasil,hanzos-dojo-slot-yggdrasil.jpg,91.62%,25,Yes,No
1245,Leprechaun Song,Pragmatic Play,leprechaun-song-slot-pragmaticplay.jpg,96.4%,20,Yes,Yes
1246,Book of Gods,Big Time Gaming,book-of-gods-slot-big-time-gaming-2.jpg,,243,Yes,No
1247,The King,iSoftBet,the-king-2.jpg,,25,Yes,Yes
1248,Witchcraft Academy,NetEnt,witchcraft-academy-slot-netent.jpg,96.38%,20,Yes,Yes
1249,Yeti Battle of Greenhat Peak,Thunderkick,yeti-battle-of-greenhat-peak-poster.jpg,96.1%,11,Yes,Yes
1250,Temple of Tut,JustForTheWin,temple-of-tut-slot-just-for-the-win.jpg,,10,Yes,No 
1251,Archangels: Salvation,NetEnt,archangels-salvation-slot-netent.jpg,,100,Yes,No
1252,Legend of Loki,iSoftBet,legend-of-loki-slot-isoftbet.jpg,,20,Yes,No
1253,Tiger's Claw,Betsoft,tigers-claw-slot-betsoft.jpg,,720,Yes,
1254,Fairytale Fortune,Pragmatic Play,fairytale-fortune-slot-pragmaticplay.jpg,96.52%,15,Yes,Yes
1255,Caça-níquel Aztec Gems,Pragmatic Play,aztec-gems-slot-pragmaticplay.jpg,96.52%,5,No,No
1256,Volcano Riches,Quickspin,volcano-riches-slot-quickspin.jpg,96.43%,40,Yes,No
1257,Imperial Opera,Play'n Go,imperial-opera-slot-playn-go.jpg,96.5%,20,Yes,No
1258,Tiki Tumble,Push Gaming,tiki-tumble.jpg,96.49%,20,Yes,No
1259,Ancient Egypt,Pragmatic Play,ancient-egypt.jpg,96.13%,,Yes,Yes
1260,Golden Colts,Play'n Go,golden-colts-slot-playngo.jpg,96%,40,Yes,No
1261,The Falcon Huntress,Thunderkick,the-falcon-huntress-slot-elk-studios.jpg,96.1%,9,Yes,Yes
1262,Cleo's Wish,NextGen,cleos-wish-slot-a-very-foxin-christmas-slot-nextgen.jpg,95.15%,25,Yes,No
1263,King Of Monkeys,GameArt,king-of-monkeys-slot-gameart.jpg,96.2%,243,Yes,No
1264,Gold Rush,Pragmatic Play,gold-rush-slot-pragmatic-play.jpg,96.5%,25,Yes,No
1265,Wild Seas,ELK Studios,wild-seas-slot-elk-studios.jpg,96.3%,178,Yes,Yes
1266,Asgard,RTG,a-8.jpg,,243,Yes,Yes
1267,Fu Er Dai,Play'n Go,fu-er-dai-slot-playn-go.jpg,96.5%,10,Yes,No
1268,Stampede,Betsoft,stampede.jpg,,1024,Yes,No
1269,Five Pirates,Lightning Box,five-pirates.jpg,95.49%,1024,Yes,Yes
1270,Queen of the Seas,GameArt,queen-of-the-seas-slot-gameart.jpg,,720,Yes,No
1271,Mayana,Quickspin,mayana-slot-quickspin.jpg,96.6%,27,Yes,No
1272,Golden Girls,Booming Games,golden-girls-slot-booming.jpg,,25,Yes,No
1273,The Legend of Shangri-La: Cluster Pays,NetEnt,the-legend-of-shangri-la-cluster-pays-slot-netent.jpg,96.5%,10,Yes,No
1274,Fairy Gate,Quickspin,fairy-gate-slot-quickspin.jpg,,20,Yes,No
1275,Caishen's Gold,Pragmatic Play,caishens-gold.jpg,97.08%,25,Yes,No
1276,Pixie Wings,Pragmatic Play,pixie-wings-slot-pragmatic-play.jpg,96.51%,50,Yes,No
1277,Sticky Bandits,Quickspin,sticky-bandits-2.jpg,96.5%,30,Yes,No
1278,Six Acrobats,Microgaming,six-acrobats-slot-microgaming.jpg,,9,Yes,Yes
